blast_qseq_jg3	blast_sseq_jg3	max_pct_longCov	max_pct_shortCov	blast_pident	blast_evalue	blast_qstart	blast_qend	blast_sstart	blast_send	blast_slen
AN1197	AN3054	91.85	94.02	34.33	2e-126	29	783	24	815	822
AN1197	AN3764	97.14	97.26	57.77	.0	4	783	6	787	802
AN12070	AN2662	97.97	98.88	36.45	4e-121	4	538	2	532	537
AN12070	AN8777	98.18	99.45	37.79	4e-108	1	539	1	546	549
AN12088	AN3488	94.77	98.69	34.02	4e-111	1	529	10	535	555
AN12088	AN4151	97.05	98.87	35.44	2e-113	4	530	9	540	543
AN12088	AN5421	90.55	95.31	38.32	2e-126	1	529	44	551	561
AN12097	AN6395	96.52	96.67	54.10	.0	23	660	20	661	661
AN12101	AN5228	94.68	96.22	54.10	3e-138	12	367	7	370	376
AN12101	AN9345	87.23	97.84	50.13	2e-128	3	364	40	408	415
AN12116	AN8936	86.82	89.06	62.30	.0	31	465	32	446	466
AN12188	AN12331	16.11	32.74	46.80	4e-105	7	395	6	394	2414
AN12188	AN2035	30.30	65.32	57.83	2e-149	2	396	6	401	2561
AN12188	AN2547	42.90	87.21	38.86	.0	90	1125	14	1102	2415
AN12188	AN3273	28.13	40.99	100.00	.0	700	1186	1	487	1731
AN12188	AN6431	44.60	93.10	34.86	.0	7	1125	29	1134	2480
AN12188	AN6791	45.85	99.16	45.72	.0	7	1184	13	1259	2569
AN12188	AN9005	44.18	93.86	35.71	.0	3	1128	59	1173	2524
AN12193	AN7943	96.68	97.86	58.41	4e-129	6	325	10	329	331
AN12202	AN1930	76.27	79.22	51.89	4e-104	22	312	6	291	361
AN12256	AN8323	38.30	79.21	80.00	1e-173	1	304	1	301	380
AN12256	AN8457	31.34	38.04	59.67	2e-113	1	304	1	299	954
AN12256	AN8545	26.30	38.04	59.93	8e-114	1	304	1	299	1137
AN12256	AN9426	33.92	54.33	41.95	1e-111	302	728	558	997	1259
AN12258	AN1580	33.30	71.21	52.59	2e-126	2	377	3	385	1129
AN12258	AN3881	31.43	69.70	52.80	1e-126	8	375	11	385	1171
AN12279	AN8481	29.44	32.16	44.39	9e-109	78	505	33	460	1454
AN12279	AN9390	34.49	39.88	45.44	8e-124	45	506	22	480	1151
AN12291	AN8528	93.05	98.43	44.44	2e-114	5	379	4	388	403
AN12331	AN1784	48.80	50.50	34.10	4e-169	5	1223	9	1238	2498
AN12331	AN2035	49.32	52.32	35.40	.0	4	1266	9	1287	2561
AN12331	AN2547	52.30	52.32	34.92	.0	84	1379	11	1273	2415
AN12331	AN3612	45.33	46.44	35.28	8e-179	5	1199	25	1145	2473
AN12331	AN6431	44.88	46.11	34.24	5e-162	1	1191	24	1136	2480
AN12331	AN6791	49.12	52.28	35.47	.0	5	1266	12	1280	2569
AN12331	AN7084	90.85	91.26	27.86	.0	5	2197	17	2213	2403
AN12331	AN8209	34.47	38.55	30.39	1e-102	7	858	379	1210	2158
AN12331	AN8412	32.05	52.20	33.66	7e-178	7	1266	5	1268	3931
AN12331	AN8910	45.71	46.40	33.77	4e-168	4	1214	18	1137	2450
AN12331	AN9005	48.57	50.79	35.08	.0	6	1308	63	1288	2524
AN12368	AN7151	96.32	98.18	46.89	.0	10	872	9	877	879
AN1242	AN2545	32.47	36.22	35.30	2e-107	190	851	5751	6417	6920
AN1242	AN3495	14.82	61.27	33.50	6e-146	3444	4362	22	978	1500
AN1242	AN3496	30.32	80.83	30.27	1e-113	2555	3442	1437	2315	2327
AN1242	AN6236	18.72	55.63	32.41	9e-110	3790	4630	151	997	2087
AN1242	AN7884	37.56	42.48	32.58	1e-111	7	760	5692	6462	7016
AN1242	AN9244	33.37	92.29	33.25	6e-105	16	754	1462	2216	2243
AN1243	AN4119	81.88	91.31	43.30	4e-122	89	540	36	490	495
AN1243	AN4313	87.86	93.12	40.46	1e-129	30	546	55	568	585
AN1243	AN5329	83.88	94.30	40.86	5e-118	82	544	20	483	491
AN1243	AN6451	84.60	88.11	39.10	4e-108	80	546	59	526	530
AN1243	AN7295	95.47	96.70	41.01	2e-132	16	546	15	541	545
AN1243	AN7779	94.93	95.97	40.56	4e-128	21	544	11	536	546
AN1243	AN8083	86.86	94.57	40.77	1e-132	18	550	70	591	601
AN12440	AN2032	58.51	94.72	30.72	.0	1	1310	448	1800	2239
AN12440	AN3230	55.28	88.14	33.03	.0	17	1235	418	1676	2205
AN12440	AN3386	50.61	92.55	33.66	.0	16	1317	459	1738	2529
AN12440	AN6448	40.48	73.46	29.71	9e-139	361	1376	725	1749	2510
AN12440	AN7903	47.43	89.37	32.56	.0	4	1239	416	1718	2606
AN12440	AN8209	62.23	97.11	24.74	1e-104	16	1358	437	1822	2158
AN12440	AN8383	49.10	88.29	37.88	.0	16	1236	434	1686	2487
AN12457	AN8489	19.78	98.26	51.85	8e-105	3	284	1129	1424	1426
AN12470	AN9538	61.62	89.75	100.00	.0	54	517	5	468	753
AN1255	AN2278	31.58	33.47	41.87	5e-113	425	898	531	1023	1416
AN1255	AN5643	33.51	43.89	42.75	4e-125	430	943	179	681	1146
AN1266	AN5931	35.95	74.82	44.76	2e-115	500	927	100	521	564
AN1273	AN5282	82.98	89.09	74.30	.0	34	391	72	422	423
AN1274	AN7954	92.88	96.31	62.58	1e-135	12	298	8	309	309
AN1276	AN4630	97.03	97.80	53.12	4e-173	3	492	1	490	501
AN1285	AN5214	91.64	93.88	59.42	3e-135	16	322	22	333	335
AN1301	AN7161	88.80	90.21	57.23	5e-133	13	357	10	350	378
AN1302	AN2921	95.54	98.85	41.02	1e-107	1	428	1	441	448
AN1317	AN5312	85.82	100.00	57.37	1e-140	1	345	31	402	402
AN1318	AN5311	99.74	100.00	78.24	.0	1	385	1	384	384
AN1329	AN1787	93.55	99.79	43.56	5e-124	29	512	2	480	480
AN1329	AN2574	99.03	100.00	44.49	4e-134	1	512	1	517	517
AN1339	AN1966	8.76	42.82	48.74	3e-106	468	819	3663	4019	4020
AN1363	AN4032	68.11	93.89	40.94	3e-163	14	670	180	809	925
AN1363	AN4721	49.84	92.25	46.00	.0	22	669	577	1195	1242
AN1363	AN5827	55.09	92.70	46.84	.0	22	667	481	1102	1129
AN1363	AN6085	78.42	96.42	36.40	2e-144	15	661	140	819	825
AN1366	AN7254	65.03	72.60	42.56	2e-141	124	690	184	713	815
AN1397	AN8078	93.06	93.24	42.74	4e-130	28	510	10	501	519
AN1408	AN6330	84.48	98.58	36.96	.0	117	963	2	834	845
AN1425	AN9117	57.26	61.98	46.14	5e-152	167	656	58	546	789
AN1426	AN2237	85.11	97.84	42.74	7e-141	1	543	25	596	638
AN1427	AN8127	82.91	87.37	42.07	5e-111	45	466	29	459	483
AN1430	AN1689	95.22	95.98	39.34	7e-109	9	487	21	498	502
AN1459	AN4761	73.29	88.63	34.92	1e-131	42	752	54	739	936
AN1481	AN2985	82.93	90.75	43.05	8e-147	52	572	83	602	627
AN1505	AN2821	96.32	98.45	56.55	2e-169	18	462	3	452	452
AN1505	AN3207	91.31	93.29	57.21	.0	19	449	8	458	472
AN1505	AN9033	95.06	95.89	58.21	.0	18	460	8	463	466
AN1518	AN4837	72.15	87.01	32.82	4e-117	24	678	4	599	685
AN1518	AN7971	75.06	87.08	33.49	2e-112	28	664	17	636	712
AN1530	AN1531	79.44	100.00	99.29	.0	1	282	74	355	355
AN1541	AN4050	97.53	97.93	46.89	9e-145	7	485	11	483	483
AN1555	AN6317	27.70	40.33	45.92	4e-134	670	1164	1040	1521	1740
AN1555	AN6318	26.01	40.33	44.44	6e-137	670	1167	1241	1722	1853
AN1558	AN4706	29.48	56.72	35.82	1e-116	54	762	173	903	2405
AN1558	AN8862	50.83	63.84	34.39	4e-133	54	851	78	890	1570
AN1568	AN6985	81.29	90.59	61.28	.0	106	596	35	533	542
AN1577	AN2814	91.34	93.70	37.55	8e-106	22	531	36	541	554
AN1577	AN3199	94.07	95.13	43.24	9e-144	9	525	4	511	534
AN1577	AN6831	93.33	93.85	39.84	5e-121	27	535	32	535	537
AN1580	AN3547	85.18	97.25	29.40	1e-126	1	1098	33	1179	1289
AN1580	AN3881	93.51	96.99	44.06	.0	8	1102	10	1156	1171
AN1580	AN5237	24.27	49.64	58.36	4e-105	550	842	225	498	552
AN1580	AN6955	28.61	61.29	57.51	3e-129	276	598	177	526	527
AN1580	AN8322	65.57	67.32	56.63	2e-133	703	1094	543	951	1159
AN1580	AN8545	92.88	93.53	38.03	.0	1	1056	1	1080	1137
AN1580	AN9426	89.12	99.38	57.86	2e-101	812	1128	752	1069	1259
AN1581	AN1732	93.13	99.04	43.47	2e-134	2	516	8	526	553
AN1581	AN3359	80.00	94.33	58.71	1e-159	101	516	1	416	441
AN1581	AN6118	86.44	94.42	38.24	1e-106	24	514	29	535	568
AN1585	AN3829	91.73	97.80	44.81	3e-152	2	490	35	522	532
AN1585	AN4820	97.60	97.80	64.42	.0	5	492	7	495	500
AN1585	AN7315	97.60	98.78	48.16	2e-162	8	494	5	492	493
AN1586	AN2532	98.10	99.26	43.43	1e-172	1	681	1	670	675
AN1586	AN5690	95.31	97.31	44.54	.0	6	680	11	661	669
AN1586	AN7641	92.85	93.12	37.65	9e-131	6	657	21	656	685
AN1586	AN8454	96.05	98.35	45.45	.0	5	680	4	659	667
AN1593	AN3817	36.97	99.04	59.10	4e-172	1	413	667	1089	1117
AN1594	AN3252	96.30	97.30	34.84	8e-156	3	940	14	965	974
AN1594	AN9314	88.59	91.53	33.55	2e-138	27	933	66	919	933
AN1601	AN3394	97.74	98.67	44.76	8e-143	5	522	4	523	530
AN1611	AN8351	99.19	99.84	56.53	.0	1	615	1	614	615
AN1616	AN4831	98.70	98.70	67.80	.0	1	381	1	380	385
AN1616	AN5887	88.57	88.57	54.18	7e-129	6	346	7	352	385
AN1616	AN7805	95.36	96.10	53.46	1e-138	12	382	11	380	388
AN1620	AN2626	90.50	93.30	83.24	.0	4	365	2	363	400
AN1628	AN6642	97.38	98.76	71.78	.0	4	1050	3	1041	1067
AN1628	AN7464	94.45	95.44	29.01	5e-114	34	1038	53	1056	1063
AN1631	AN9490	88.17	93.35	38.04	2e-106	60	536	4	488	511
AN1637	AN5314	54.04	85.85	47.88	3e-140	15	469	15	481	530
AN1638	AN4282	97.17	97.39	42.84	.0	18	876	6	880	882
AN1643	AN7062	86.87	96.60	45.75	5e-149	7	489	28	518	556
AN1659	AN5678	77.93	98.08	52.46	5e-166	1	462	125	583	589
AN1663	AN7123	45.74	53.57	66.06	3e-134	1	297	1	330	739
AN1675	AN7792	94.59	94.90	59.80	.0	3	607	12	606	627
AN1679	AN4829	92.35	96.91	51.18	4e-109	1	314	1	329	340
AN1680	AN4827	81.26	95.63	41.44	.0	38	1043	32	1050	1052
AN1681	AN9010	96.54	99.60	40.50	8e-115	15	520	3	504	504
AN1689	AN4054	96.61	99.18	43.29	2e-123	5	499	4	488	489
AN1689	AN4126	99.41	100.00	61.76	.0	1	502	1	505	505
AN1689	AN5435	89.01	95.22	40.78	5e-112	18	495	10	490	537
AN1689	AN9034	97.27	99.20	67.52	.0	5	502	6	512	512
AN1699	AN5270	75.87	96.71	43.17	1e-128	121	533	6	417	426
AN1699	AN6394	93.00	98.44	36.73	6e-115	1	533	1	505	513
AN1699	AN7320	75.87	92.17	43.20	4e-118	122	533	16	427	447
AN1699	AN8415	76.61	94.76	41.09	1e-115	121	536	7	427	439
AN1729	AN7919	80.22	81.41	38.75	1e-156	30	686	25	702	807
AN1732	AN2201	94.76	96.15	37.52	4e-107	25	548	12	540	545
AN1732	AN3359	77.22	96.83	44.79	3e-115	113	546	7	433	441
AN1732	AN6118	93.31	95.84	36.76	2e-113	10	539	6	541	568
AN1732	AN7242	96.93	97.99	37.57	9e-109	11	549	2	537	547
AN1733	AN9278	92.67	95.50	44.01	2e-148	30	560	4	542	556
AN1736	AN8973	90.45	93.11	37.79	3e-116	6	604	59	626	628
AN1784	AN2035	70.09	71.86	29.80	.0	9	1812	10	1804	2561
AN1784	AN2547	58.69	60.70	33.70	.0	94	1589	15	1480	2415
AN1784	AN3612	67.57	68.26	31.40	.0	7	1782	23	1710	2473
AN1784	AN6431	65.29	65.77	30.82	.0	10	1742	29	1659	2480
AN1784	AN6791	70.26	72.26	30.98	.0	9	1813	12	1822	2569
AN1784	AN7084	47.60	49.48	32.18	3e-147	9	1205	17	1205	2403
AN1784	AN8412	61.08	96.12	34.76	.0	11	2483	5	2405	3931
AN1784	AN9005	65.45	66.13	31.62	.0	10	1743	63	1714	2524
AN1787	AN2574	92.07	99.17	51.53	5e-167	5	480	31	517	517
AN1794	AN6787	91.60	92.29	48.76	.0	42	532	18	536	536
AN1794	AN8309	92.11	92.11	44.14	1e-147	41	530	20	526	532
AN1797	AN5860	89.52	94.56	35.27	3e-102	18	521	50	554	563
AN1797	AN6669	87.85	88.18	48.48	1e-152	20	489	21	510	535
AN1797	AN8737	86.30	87.12	49.68	2e-153	18	477	19	490	528
AN1806	AN8019	53.37	82.58	32.19	1e-107	10	744	102	798	1306
AN1808	AN2350	91.99	93.73	39.05	7e-153	43	699	44	686	686
AN1823	AN8418	91.76	95.51	45.29	2e-129	3	470	5	489	510
AN1825	AN8346	89.34	98.42	59.62	.0	13	485	6	441	443
AN1830	AN4148	85.97	92.91	44.81	1e-129	4	475	8	481	549
AN1830	AN8972	91.27	98.82	40.75	1e-124	6	507	11	514	550
AN1830	AN9169	89.04	89.57	39.83	1e-108	6	472	10	464	511
AN1840	AN4353	98.26	98.47	65.12	.0	9	460	8	459	459
AN1848	AN5170	94.75	98.82	43.12	.0	9	676	3	705	705
AN1857	AN5952	90.91	94.74	53.22	4e-172	25	474	24	488	495
AN1858	AN2509	86.01	95.15	47.74	3e-131	11	424	10	421	479
AN1865	AN7667	93.18	97.35	42.21	2e-136	9	486	8	492	513
AN1865	AN8084	97.96	98.77	52.55	.0	1	481	1	483	487
AN1866	AN7868	77.14	79.67	65.92	6e-124	7	249	6	272	305
AN1867	AN8261	73.84	86.31	79.34	4e-163	28	298	70	340	367
AN1877	AN7228	97.37	98.23	58.21	.0	12	571	11	566	566
AN1882	AN6753	98.11	98.34	69.23	.0	6	420	3	417	423
AN1885	AN2402	88.17	88.49	63.71	4e-113	15	262	26	271	279
AN1885	AN8937	87.90	88.85	61.45	2e-110	15	261	26	272	281
AN1893	AN6884	62.11	69.65	39.80	4e-103	292	774	209	690	692
AN1897	AN4012	77.24	92.20	42.66	3e-112	9	422	36	477	536
AN1897	AN6390	88.57	96.66	48.42	3e-140	10	443	37	471	490
AN1901	AN8283	92.60	95.31	61.94	.0	16	506	33	520	527
AN1920	AN4131	75.84	81.75	48.65	2e-148	79	508	5	447	526
AN1920	AN5035	76.90	87.73	47.96	3e-149	79	514	4	461	497
AN1953	AN6542	96.59	97.87	56.60	4e-158	9	378	6	373	376
AN1967	AN5028	92.40	95.47	46.12	.0	23	1074	75	1107	1118
AN1967	AN6320	86.23	91.20	38.26	.0	139	1071	69	1015	1023
AN1993	AN6048	92.83	96.28	47.17	2e-139	15	428	18	441	446
AN2017	AN7345	86.71	96.20	37.02	.0	74	956	28	888	895
AN2018	AN3308	87.88	98.78	47.12	2e-158	5	490	7	506	553
AN2018	AN3388	92.07	97.84	40.04	2e-117	5	481	10	462	463
AN2018	AN3402	75.48	95.73	62.29	.0	21	491	25	496	624
AN2018	AN4507	88.31	93.70	48.08	5e-159	30	490	1	465	522
AN2018	AN6324	87.32	99.39	43.26	6e-152	3	491	8	499	560
AN2021	AN6803	53.96	88.28	33.60	1e-110	103	847	1	708	802
AN2021	AN8468	86.96	90.47	30.05	2e-149	50	1293	164	1350	1365
AN2025	AN8949	49.28	99.68	67.67	2e-127	1	321	1	309	310
AN2029	AN2837	96.48	99.10	45.14	1e-115	4	441	1	452	454
AN2029	AN5509	96.00	97.74	52.00	1e-160	4	435	1	439	450
AN2032	AN3230	97.81	99.32	43.86	.0	19	2236	11	2200	2205
AN2032	AN3386	66.90	75.57	39.20	.0	13	1804	41	1732	2529
AN2032	AN6448	38.17	42.79	38.46	1e-122	93	756	83	727	2510
AN2032	AN7903	67.27	78.29	46.57	7e-108	1822	2236	2186	2603	2606
AN2032	AN8209	74.50	77.29	25.18	7e-118	104	1794	84	1751	2158
AN2032	AN8383	67.79	75.30	29.58	.0	6	1742	7	1692	2487
AN2035	AN2547	93.52	99.17	33.78	.0	96	2556	16	2410	2415
AN2035	AN3273	67.04	99.19	35.56	.0	770	2547	1	1717	1731
AN2035	AN3612	95.20	98.58	30.58	.0	10	2556	25	2462	2473
AN2035	AN6431	95.55	98.67	29.96	.0	9	2556	27	2473	2480
AN2035	AN6791	99.34	99.65	46.36	.0	9	2560	11	2563	2569
AN2035	AN7084	49.67	52.93	31.81	2e-117	1486	2551	1381	2396	2403
AN2035	AN8910	94.38	98.65	29.21	.0	3	2553	12	2428	2450
AN2035	AN9005	95.24	96.63	30.97	.0	11	2560	63	2501	2524
AN2037	AN8060	94.43	95.55	52.45	9e-110	3	324	5	329	341
AN2038	AN7900	91.61	94.18	48.63	1e-136	24	460	27	463	477
AN2040	AN6407	92.22	95.29	45.07	1e-139	20	526	21	506	510
AN2040	AN8309	95.86	96.77	39.96	1e-116	17	526	12	526	532
AN2043	AN3345	76.36	80.12	43.53	5e-109	94	500	103	526	533
AN2045	AN3566	87.98	89.78	45.34	9e-160	40	595	56	582	587
AN2062	AN5129	88.89	93.02	61.16	.0	53	653	5	604	645
AN2062	AN6010	92.74	93.85	48.82	.0	29	656	19	644	667
AN2064	AN2924	97.59	98.73	29.73	1e-128	6	1038	11	1024	1027
AN2074	AN9174	95.74	98.41	49.44	8e-170	7	507	3	497	503
AN2110	AN9375	94.75	94.75	63.75	.0	22	400	12	400	400
AN2118	AN7911	94.67	96.39	49.54	3e-108	13	332	4	326	332
AN2138	AN5839	54.49	57.87	35.15	9e-129	531	1313	615	1413	1437
AN2167	AN9067	59.14	71.48	46.20	4e-169	5	608	1	579	979
AN2177	AN5017	82.39	91.61	63.06	9e-116	57	318	19	286	286
AN2196	AN2959	95.50	96.72	63.20	.0	4	541	25	555	556
AN2196	AN3066	97.45	97.99	49.82	.0	15	549	3	546	546
AN2196	AN4106	87.21	89.44	51.42	7e-172	57	549	73	563	563
AN2196	AN4107	87.33	91.62	50.30	.0	47	549	73	576	576
AN2196	AN4129	84.00	91.80	46.06	7e-154	46	549	96	600	600
AN2196	AN8595	89.80	90.46	43.28	9e-141	54	546	40	542	545
AN2200	AN2960	98.70	98.96	58.99	4e-158	1	380	1	382	385
AN2200	AN8579	79.43	80.47	63.24	7e-147	28	347	17	325	389
AN2201	AN3287	93.61	96.70	37.68	6e-117	9	543	18	544	563
AN2201	AN3876	95.62	96.15	37.59	2e-111	1	524	1	537	548
AN2201	AN4328	88.83	94.86	41.12	3e-130	2	518	36	564	582
AN2201	AN6118	90.14	93.94	35.88	3e-101	1	513	22	533	568
AN2201	AN7242	99.63	100.00	70.75	.0	1	545	1	547	547
AN2201	AN9280	87.32	89.72	39.63	7e-113	23	511	37	526	560
AN2210	AN4315	70.48	86.74	37.84	7e-127	71	600	192	738	752
AN2213	AN2904	80.91	88.18	45.78	2e-117	68	456	47	419	423
AN2213	AN5747	71.37	83.50	45.59	1e-101	128	456	61	389	394
AN2213	AN6988	70.28	83.08	47.53	8e-103	128	451	56	379	390
AN2227	AN2612	98.81	98.81	49.94	.0	4	839	11	839	839
AN2227	AN3903	86.41	99.86	48.64	.0	106	839	2	726	726
AN2227	AN7865	94.99	98.88	56.37	.0	26	839	10	806	806
AN2230	AN7917	92.72	94.13	52.17	8e-158	11	445	6	438	467
AN2241	AN4118	83.39	87.59	38.27	1e-108	6	534	8	494	556
AN2244	AN4080	95.78	98.64	52.05	3e-125	1	363	1	364	379
AN2278	AN5643	33.76	41.71	45.45	2e-134	540	1031	182	659	1146
AN2282	AN8623	90.28	96.81	52.76	4e-171	40	504	16	470	470
AN2286	AN8979	99.43	100.00	79.60	.0	1	353	1	351	351
AN2291	AN2732	44.44	57.29	80.73	1e-148	1	275	1	224	504
AN2291	AN3047	76.21	86.38	86.30	.0	1	298	1	343	345
AN2291	AN3478	49.55	70.33	99.64	.0	1	275	1	275	555
AN2291	AN4391	49.55	70.33	99.64	.0	1	275	1	275	555
AN2291	AN4877	47.88	66.50	94.18	.0	1	275	1	260	543
AN2291	AN5334	47.37	64.45	90.91	6e-176	1	275	1	252	532
AN2291	AN5863	46.29	97.84	99.45	5e-134	98	278	1	181	185
AN2291	AN6559	49.55	70.33	99.64	.0	1	275	1	275	555
AN2291	AN7516	52.18	70.33	98.91	.0	1	275	1	275	527
AN2291	AN8788	49.46	70.33	99.64	.0	1	275	1	275	556
AN2291	AN9505	53.20	99.52	95.67	4e-143	1	208	1	208	209
AN2300	AN2349	89.11	92.58	40.15	.0	139	1326	94	1279	1281
AN2300	AN3608	90.68	95.26	40.36	.0	115	1328	60	1266	1267
AN2300	AN6237	91.06	92.03	38.17	.0	115	1326	43	1314	1317
AN2300	AN6436	97.18	98.50	55.06	.0	3	1326	37	1347	1349
AN2300	AN9342	90.38	90.86	37.16	.0	115	1328	121	1323	1324
AN2308	AN6107	77.80	83.39	34.43	2e-129	56	763	160	904	910
AN2308	AN6311	72.20	77.20	36.41	5e-143	56	759	128	740	794
AN2320	AN2576	94.46	95.44	47.95	3e-152	11	470	1	462	482
AN2320	AN9004	94.05	94.82	48.39	8e-160	17	474	12	471	483
AN2325	AN3054	88.69	96.56	43.28	.0	13	741	12	820	822
AN2331	AN2569	92.43	93.16	77.87	.0	23	379	22	375	380
AN2331	AN9439	92.69	93.92	72.98	.0	22	379	19	373	378
AN2336	AN7691	92.62	93.85	50.23	1e-144	30	456	22	450	455
AN2349	AN3608	96.64	97.71	39.47	.0	38	1280	28	1265	1267
AN2349	AN4091	54.49	86.71	43.98	.0	490	1278	105	802	805
AN2349	AN6237	92.94	95.55	33.36	.0	48	1271	21	1306	1317
AN2349	AN6436	91.70	96.57	38.64	.0	39	1279	111	1347	1349
AN2349	AN9342	90.94	93.99	36.04	.0	68	1280	119	1322	1324
AN2358	AN4098	92.87	96.30	38.33	3e-101	33	449	14	433	433
AN2359	AN8401	94.01	98.56	45.49	.0	24	777	4	756	764
AN2363	AN3214	70.71	89.53	36.49	3e-150	330	1158	94	914	917
AN2363	AN9048	91.90	96.13	39.26	.0	12	1157	39	1105	1110
AN2378	AN5425	96.91	97.18	49.43	1e-119	6	350	3	353	355
AN2378	AN5984	100.00	100.00	64.04	3e-177	1	356	1	356	356
AN2402	AN8937	96.80	97.49	70.18	3e-142	8	279	7	281	281
AN2422	AN2785	93.74	98.56	42.02	9e-162	6	647	3	616	623
AN2463	AN3201	96.26	98.14	38.94	.0	16	1020	9	1039	1044
AN2465	AN4316	86.16	90.15	40.13	2e-110	47	513	38	506	518
AN2465	AN8912	94.10	96.41	64.08	.0	9	523	1	510	529
AN2466	AN6923	91.99	92.86	48.36	2e-169	5	513	8	501	532
AN2466	AN9173	92.92	97.27	45.37	6e-156	3	530	4	502	513
AN2466	AN9184	97.02	97.93	64.10	.0	5	534	7	527	532
AN2468	AN2781	91.01	92.57	40.45	9e-117	18	503	10	498	525
AN2468	AN5678	83.02	91.57	39.76	2e-124	19	507	58	560	589
AN2468	AN6118	92.61	98.50	36.46	5e-105	1	526	1	553	568
AN2475	AN4148	94.17	98.66	37.91	1e-115	1	517	23	546	549
AN2475	AN9168	93.35	96.37	42.72	2e-139	1	523	23	527	541
AN2477	AN7165	91.72	94.41	43.49	.0	11	707	16	691	716
AN2494	AN5492	95.07	95.91	39.75	3e-141	5	556	21	560	568
AN2503	AN5712	73.12	76.25	71.52	9e-158	84	406	110	430	439
AN2515	AN2801	93.64	100.00	59.38	7e-120	1	265	1	283	283
AN2523	AN4367	90.73	95.74	63.60	.0	25	865	1	832	869
AN2523	AN4566	95.65	95.86	39.98	.0	10	904	32	910	919
AN2523	AN7032	70.91	78.41	42.34	.0	146	903	224	942	1014
AN2530	AN3555	99.45	100.00	87.36	5e-115	1	182	1	181	181
AN2532	AN5690	97.48	98.36	42.14	6e-172	3	673	8	665	669
AN2532	AN7641	96.20	97.63	34.77	2e-116	2	673	17	675	685
AN2532	AN8454	97.48	98.65	42.81	7e-175	6	672	5	662	667
AN2539	AN9518	98.77	99.59	99.17	8e-180	1	241	1	241	244
AN2542	AN3337	96.23	100.00	62.41	7e-109	1	265	1	255	255
AN2542	AN8453	98.49	100.00	73.58	2e-138	1	265	1	261	261
AN2544	AN5067	93.05	95.93	38.14	8e-103	10	512	9	503	532
AN2545	AN3495	14.91	68.80	29.06	3e-115	2059	3070	27	1005	1500
AN2545	AN3496	33.12	98.50	32.68	2e-146	567	1613	1265	2299	2327
AN2545	AN6236	16.92	56.11	36.00	9e-106	977	1611	194	828	2087
AN2545	AN7884	83.22	84.38	33.14	5e-110	923	1604	11	690	7016
AN2545	AN9244	21.53	66.43	31.46	1e-111	5289	6319	1171	2210	2243
AN2547	AN3273	71.10	99.19	31.58	.0	672	2401	1	1717	1731
AN2547	AN3612	94.82	97.10	32.52	.0	16	2404	112	2456	2473
AN2547	AN6431	95.16	97.72	30.63	.0	17	2410	114	2473	2480
AN2547	AN6791	93.34	99.30	35.31	.0	12	2409	110	2558	2569
AN2547	AN7084	45.42	45.65	35.06	3e-165	14	1110	101	1209	2403
AN2547	AN8910	46.16	46.83	29.91	3e-120	1271	2407	1298	2428	2450
AN2547	AN9005	92.95	97.14	31.24	.0	16	2401	146	2491	2524
AN2549	AN3490	98.25	99.29	46.91	2e-175	1	562	1	566	572
AN2549	AN7631	97.23	99.29	39.40	3e-136	1	562	1	563	578
AN2558	AN7063	89.36	98.91	36.87	3e-116	43	593	6	551	552
AN2558	AN8757	89.20	91.91	38.46	3e-131	27	588	15	559	593
AN2558	AN9282	89.27	93.94	35.53	1e-129	26	599	26	636	643
AN2569	AN9439	94.47	94.97	77.78	.0	22	380	20	378	378
AN2576	AN9004	94.00	94.19	53.29	9e-170	7	460	12	465	483
AN2581	AN4113	77.01	81.45	38.02	.0	1	1014	10	997	1213
AN2581	AN4818	89.56	93.19	29.52	3e-120	35	1279	78	1226	1233
AN2581	AN6820	68.98	72.30	32.23	4e-125	37	941	41	925	1224
AN2584	AN4148	89.07	93.14	38.51	5e-117	10	499	7	495	549
AN2584	AN5029	89.03	94.29	38.27	1e-117	7	501	2	528	556
AN2585	AN3233	87.74	98.80	37.03	2e-107	4	497	38	538	563
AN2585	AN7938	86.65	97.40	38.80	1e-113	4	490	36	536	562
AN2590	AN3901	91.22	92.89	38.97	2e-112	11	467	6	465	501
AN2590	AN4424	95.96	96.54	54.49	.0	10	484	6	481	495
AN2598	AN7373	90.43	92.95	39.16	3e-158	3	635	21	657	700
AN2598	AN7557	92.28	96.48	38.61	1e-168	10	666	9	710	712
AN2601	AN3515	93.90	95.67	35.69	1e-102	28	535	3	510	531
AN2601	AN5917	94.88	99.26	34.07	3e-106	1	539	1	537	566
AN2612	AN3903	86.53	100.00	49.93	.0	112	839	1	726	726
AN2612	AN7865	94.99	98.88	49.26	.0	33	839	10	806	806
AN2613	AN2675	93.64	99.59	47.98	1e-164	28	519	3	488	488
AN2613	AN6477	88.05	92.29	41.03	5e-124	33	511	49	533	544
AN2613	AN6942	96.58	98.07	35.38	9e-109	6	514	4	517	527
AN2613	AN7972	89.60	93.56	40.72	2e-105	53	519	33	497	497
AN2613	AN8610	92.80	94.41	43.95	7e-129	22	511	31	520	528
AN2614	AN3990	82.80	83.43	42.08	3e-106	58	495	54	491	525
AN2614	AN8112	82.80	85.55	45.91	6e-138	57	495	49	486	512
AN2614	AN8347	88.09	88.59	38.48	1e-111	57	522	45	515	526
AN2614	AN8889	86.01	90.10	40.77	4e-121	57	519	48	502	505
